po_id,supplier_id,dc_id,order_date,expected_receipt_date,actual_receipt_date,status,incoterm,payment_terms,currency,total_cost_net,tax_amount,total_cost_gross
PO-2024-0001177,SUP_00016,DC_MAD,2024-11-26,2024-12-02,2024-12-02,received,DAP,30D,EUR,183.2,38.47,221.67
PO-2024-0001178,SUP_00004,DC_SEV,2024-11-26,2024-12-05,2024-12-05,received,DAP,30D,EUR,843.14,177.06,1020.2
PO-2024-0001179,SUP_00007,DC_MAD,2024-11-27,2024-11-30,2024-11-30,received,DAP,30D,EUR,784.98,31.4,816.38
PO-2024-0001180,SUP_00017,DC_MAD,2024-11-29,2024-12-06,2024-12-06,received,DAP,30D,EUR,895.13,89.51,984.64
PO-2024-0001181,SUP_00004,DC_MAD,2024-11-29,2024-12-10,2024-12-10,received,DAP,30D,EUR,326.58,68.58,395.16
PO-2024-0001182,SUP_00007,DC_MAD,2024-11-29,2024-12-02,2024-12-02,received,DAP,30D,EUR,3302.42,132.1,3434.52
PO-2024-0001183,SUP_00014,DC_MAD,2024-11-29,2024-12-11,2024-12-11,received,DAP,30D,EUR,509.11,50.91,560.02
PO-2024-0001184,SUP_00007,DC_BCN,2024-11-29,2024-12-02,2024-12-02,received,DAP,30D,EUR,337.95,70.97,408.92
PO-2024-0001185,SUP_00004,DC_ZGZ,2024-11-30,2024-12-12,2024-12-12,received,DAP,30D,EUR,200.0,42.0,242.0
PO-2024-0001186,SUP_00007,DC_ZGZ,2024-11-30,2024-12-02,2024-12-02,received,DAP,30D,EUR,221.04,46.42,267.46
PO-2024-0001187,SUP_00017,DC_ZGZ,2024-12-01,2024-12-08,2024-12-08,received,DAP,30D,EUR,562.27,56.23,618.5
PO-2024-0001188,SUP_00019,DC_ZGZ,2024-12-01,2024-12-03,2024-12-03,received,DAP,30D,EUR,1776.99,177.7,1954.69
PO-2024-0001189,SUP_00015,DC_SEV,2024-12-02,2024-12-05,2024-12-05,received,DAP,30D,EUR,366.12,14.64,380.76
PO-2024-0001190,SUP_00019,DC_BCN,2024-12-02,2024-12-04,2024-12-04,received,DAP,30D,EUR,472.15,47.22,519.37
PO-2024-0001191,SUP_00007,DC_SEV,2024-12-03,2024-12-06,2024-12-06,received,DAP,30D,EUR,603.59,24.14,627.73
PO-2024-0001192,SUP_00016,DC_BCN,2024-12-03,2024-12-09,2024-12-09,received,DAP,30D,EUR,764.59,160.56,925.15
PO-2024-0001193,SUP_00004,DC_BCN,2024-12-03,2024-12-12,2024-12-12,received,DAP,30D,EUR,148.73,31.23,179.96
PO-2024-0001194,SUP_00016,DC_MAD,2024-12-04,2024-12-08,2024-12-08,received,DAP,30D,EUR,200.77,42.16,242.93
PO-2024-0001195,SUP_00016,DC_BCN,2024-12-04,2024-12-09,2024-12-09,received,DAP,30D,EUR,257.07,53.98,311.05
PO-2024-0001196,SUP_00016,DC_BCN,2024-12-05,2024-12-10,2024-12-10,received,DAP,30D,EUR,126.32,26.53,152.85
PO-2024-0001197,SUP_00019,DC_VLC,2024-12-05,2024-12-07,2024-12-07,received,DAP,30D,EUR,1835.95,183.6,2019.55
PO-2024-0001198,SUP_00016,DC_ZGZ,2024-12-05,2024-12-09,2024-12-09,received,DAP,30D,EUR,117.28,24.63,141.91
PO-2024-0001199,SUP_00017,DC_ZGZ,2024-12-05,2024-12-12,2024-12-12,received,DAP,30D,EUR,276.1,27.61,303.71
PO-2024-0001200,SUP_00004,DC_MAD,2024-12-06,2024-12-15,2024-12-15,received,DAP,30D,EUR,423.51,88.94,512.45
PO-2024-0001201,SUP_00015,DC_ZGZ,2024-12-06,2024-12-09,2024-12-09,received,DAP,30D,EUR,196.8,7.87,204.67
PO-2024-0001202,SUP_00017,DC_ZGZ,2024-12-06,2024-12-13,2024-12-13,received,DAP,30D,EUR,615.22,61.52,676.74
PO-2024-0001203,SUP_00007,DC_MAD,2024-12-06,2024-12-09,2024-12-09,received,DAP,30D,EUR,589.22,23.57,612.79
PO-2024-0001204,SUP_00015,DC_BCN,2024-12-07,2024-12-11,2024-12-11,received,DAP,30D,EUR,218.67,8.75,227.42
PO-2024-0001205,SUP_00004,DC_MAD,2024-12-07,2024-12-17,2024-12-17,received,DAP,30D,EUR,9821.78,2062.57,11884.35
PO-2024-0001206,SUP_00017,DC_MAD,2024-12-07,2024-12-15,2024-12-15,received,DAP,30D,EUR,927.59,92.76,1020.35
PO-2024-0001207,SUP_00014,DC_MAD,2024-12-07,2024-12-17,2024-12-17,received,DAP,30D,EUR,1082.24,108.22,1190.46
PO-2024-0001208,SUP_00016,DC_SEV,2024-12-09,2024-12-14,2024-12-14,received,DAP,30D,EUR,212.88,44.7,257.58
PO-2024-0001209,SUP_00014,DC_BCN,2024-12-09,2024-12-18,2024-12-18,received,DAP,30D,EUR,353.26,35.33,388.59
PO-2024-0001210,SUP_00014,DC_SEV,2024-12-09,2024-12-19,2024-12-19,received,DAP,30D,EUR,2325.27,232.53,2557.8
PO-2024-0001211,SUP_00007,DC_BCN,2024-12-10,2024-12-13,2024-12-13,received,DAP,30D,EUR,509.34,20.37,529.71
PO-2024-0001212,SUP_00016,DC_BCN,2024-12-11,2024-12-15,2024-12-15,received,DAP,30D,EUR,563.24,118.28,681.52
PO-2024-0001213,SUP_00017,DC_BCN,2024-12-11,2024-12-18,2024-12-18,received,DAP,30D,EUR,401.34,40.13,441.47
PO-2024-0001214,SUP_00019,DC_BCN,2024-12-11,2024-12-13,2024-12-13,received,DAP,30D,EUR,166.74,16.67,183.41
PO-2024-0001215,SUP_00007,DC_BCN,2024-12-11,2024-12-14,2024-12-14,received,DAP,30D,EUR,155.63,6.23,161.86
PO-2024-0001216,SUP_00004,DC_BCN,2024-12-12,2024-12-21,2024-12-21,received,DAP,30D,EUR,111.97,23.51,135.48
PO-2024-0001217,SUP_00016,DC_BCN,2024-12-12,2024-12-17,2024-12-17,received,DAP,30D,EUR,304.52,63.95,368.47
PO-2024-0001218,SUP_00015,DC_SEV,2024-12-13,2024-12-16,2024-12-16,received,DAP,30D,EUR,356.69,14.27,370.96
PO-2024-0001219,SUP_00016,DC_SEV,2024-12-13,2024-12-18,2024-12-18,received,DAP,30D,EUR,548.72,115.23,663.95
PO-2024-0001220,SUP_00017,DC_SEV,2024-12-14,2024-12-23,2024-12-23,received,DAP,30D,EUR,209.84,20.98,230.82
PO-2024-0001221,SUP_00017,DC_BCN,2024-12-14,2024-12-20,2024-12-20,received,DAP,30D,EUR,391.98,39.2,431.18
PO-2024-0001222,SUP_00016,DC_ZGZ,2024-12-14,2024-12-19,2024-12-19,received,DAP,30D,EUR,342.93,34.29,377.22
PO-2024-0001223,SUP_00004,DC_ZGZ,2024-12-14,2024-12-23,2024-12-23,received,DAP,30D,EUR,195.84,41.13,236.97
PO-2024-0001224,SUP_00017,DC_ZGZ,2024-12-14,2024-12-22,2024-12-22,received,DAP,30D,EUR,315.06,31.51,346.57
PO-2024-0001225,SUP_00015,DC_BCN,2024-12-14,2024-12-17,2024-12-17,received,DAP,30D,EUR,554.6,22.18,576.78
PO-2024-0001226,SUP_00016,DC_BCN,2024-12-14,2024-12-19,2024-12-19,received,DAP,30D,EUR,229.05,22.91,251.96
PO-2024-0001227,SUP_00014,DC_BCN,2024-12-16,2024-12-26,2024-12-26,received,DAP,30D,EUR,1370.17,137.02,1507.19
PO-2024-0001228,SUP_00007,DC_SEV,2024-12-17,2024-12-20,2024-12-20,received,DAP,30D,EUR,312.31,12.49,324.8
PO-2024-0001229,SUP_00015,DC_BCN,2024-12-17,2024-12-20,2024-12-20,received,DAP,30D,EUR,153.43,6.14,159.57
PO-2024-0001230,SUP_00016,DC_MAD,2024-12-17,2024-12-21,2024-12-21,received,DAP,30D,EUR,1483.94,148.39,1632.33
PO-2024-0001231,SUP_00016,DC_SEV,2024-12-18,2024-12-23,2024-12-23,received,DAP,30D,EUR,864.44,181.53,1045.97
PO-2024-0001232,SUP_00016,DC_BCN,2024-12-18,2024-12-24,2024-12-24,received,DAP,30D,EUR,734.56,154.26,888.82
PO-2024-0001233,SUP_00016,DC_BCN,2024-12-19,2024-12-24,2024-12-24,received,DAP,30D,EUR,535.72,86.53,622.25
PO-2024-0001234,SUP_00007,DC_BCN,2024-12-20,2024-12-23,2024-12-23,received,DAP,30D,EUR,607.01,24.28,631.29
PO-2024-0001235,SUP_00014,DC_BCN,2024-12-20,2024-12-29,2024-12-29,received,DAP,30D,EUR,327.6,32.76,360.36
PO-2024-0001236,SUP_00015,DC_BCN,2024-12-20,2024-12-23,2024-12-23,received,DAP,30D,EUR,326.28,13.05,339.33
PO-2024-0001237,SUP_00016,DC_BCN,2024-12-21,2024-12-26,2024-12-26,received,DAP,30D,EUR,813.38,155.8,969.18
PO-2024-0001238,SUP_00019,DC_BCN,2024-12-21,2024-12-23,2024-12-23,received,DAP,30D,EUR,457.37,45.74,503.11
PO-2024-0001239,SUP_00016,DC_VLC,2024-12-21,2024-12-26,2024-12-26,received,DAP,30D,EUR,284.22,28.42,312.64
PO-2024-0001240,SUP_00016,DC_SEV,2024-12-22,2024-12-28,2024-12-28,received,DAP,30D,EUR,121.41,12.14,133.55
PO-2024-0001241,SUP_00007,DC_VLC,2024-12-23,2024-12-28,2024-12-28,received,DAP,30D,EUR,90.44,3.62,94.06
PO-2024-0001242,SUP_00017,DC_VLC,2024-12-23,2025-01-04,,open,DAP,30D,EUR,100.62,10.06,110.68
PO-2024-0001243,SUP_00015,DC_VLC,2024-12-23,2024-12-27,2024-12-27,received,DAP,30D,EUR,228.53,9.14,237.67
PO-2024-0001244,SUP_00007,DC_SEV,2024-12-24,2024-12-28,2024-12-28,received,DAP,30D,EUR,1504.59,60.18,1564.77
PO-2024-0001245,SUP_00007,DC_ZGZ,2024-12-24,2024-12-28,2024-12-28,received,DAP,30D,EUR,1047.75,220.03,1267.78
PO-2024-0001246,SUP_00016,DC_ZGZ,2024-12-24,2024-12-31,,open,DAP,30D,EUR,231.67,48.65,280.32
PO-2024-0001247,SUP_00017,DC_SEV,2024-12-24,2025-01-03,,open,DAP,30D,EUR,148.77,14.88,163.65
PO-2024-0001248,SUP_00015,DC_MAD,2024-12-24,2024-12-28,2024-12-28,received,DAP,30D,EUR,583.03,23.32,606.35
PO-2024-0001249,SUP_00004,DC_BCN,2024-12-25,2025-01-06,,open,DAP,30D,EUR,153.2,32.17,185.37
PO-2024-0001250,SUP_00016,DC_MAD,2024-12-25,2025-01-02,,open,DAP,30D,EUR,921.84,92.18,1014.02
PO-2024-0001251,SUP_00014,DC_BCN,2024-12-26,2025-01-09,,open,DAP,30D,EUR,211.5,21.15,232.65
PO-2024-0001252,SUP_00017,DC_VLC,2024-12-26,2025-01-06,,open,DAP,30D,EUR,98.33,9.83,108.16
PO-2024-0001253,SUP_00015,DC_ZGZ,2024-12-26,2024-12-30,2024-12-30,received,DAP,30D,EUR,188.48,7.54,196.02
PO-2024-0001254,SUP_00007,DC_MAD,2024-12-26,2024-12-31,,open,DAP,30D,EUR,753.45,158.22,911.67
PO-2024-0001255,SUP_00019,DC_MAD,2024-12-26,2024-12-29,2024-12-29,received,DAP,30D,EUR,1059.12,105.91,1165.03
PO-2024-0001256,SUP_00016,DC_ZGZ,2024-12-27,2025-01-04,,open,DAP,30D,EUR,1690.55,283.78,1974.33
PO-2024-0001257,SUP_00007,DC_BCN,2024-12-27,2024-12-31,,open,DAP,30D,EUR,3663.55,146.54,3810.09
PO-2024-0001258,SUP_00014,DC_MAD,2024-12-27,2025-01-09,,open,DAP,30D,EUR,678.63,67.86,746.49
PO-2024-0001259,SUP_00004,DC_VLC,2024-12-27,2025-01-12,,open,DAP,30D,EUR,139.98,29.4,169.38
PO-2024-0001260,SUP_00014,DC_VLC,2024-12-27,2025-01-13,,open,DAP,30D,EUR,478.93,47.89,526.82
PO-2024-0001261,SUP_00019,DC_BCN,2024-12-28,2024-12-30,2024-12-30,received,DAP,30D,EUR,600.6,60.06,660.66
PO-2024-0001262,SUP_00017,DC_BCN,2024-12-28,2025-01-06,,open,DAP,30D,EUR,513.06,51.31,564.37
PO-2024-0001263,SUP_00004,DC_SEV,2024-12-28,2025-01-13,,open,DAP,30D,EUR,1266.72,266.01,1532.73
PO-2024-0001264,SUP_00019,DC_SEV,2024-12-28,2024-12-31,,open,DAP,30D,EUR,688.35,68.84,757.19
PO-2024-0001265,SUP_00017,DC_VLC,2024-12-28,2025-01-10,,open,DAP,30D,EUR,1567.5,156.75,1724.25
PO-2024-0001266,SUP_00004,DC_VLC,2024-12-28,2025-01-09,,open,DAP,30D,EUR,408.51,85.79,494.3
PO-2024-0001267,SUP_00007,DC_BCN,2024-12-29,2025-01-03,,open,DAP,30D,EUR,388.23,81.53,469.76
PO-2024-0001268,SUP_00007,DC_ZGZ,2024-12-30,2025-01-03,,open,DAP,30D,EUR,1523.46,60.94,1584.4
PO-2024-0001269,SUP_00004,DC_SEV,2024-12-30,2025-01-15,,open,DAP,30D,EUR,244.06,51.25,295.31
PO-2024-0001270,SUP_00019,DC_BCN,2024-12-30,2025-01-02,,open,DAP,30D,EUR,274.43,27.44,301.87
PO-2024-0001271,SUP_00007,DC_VLC,2024-12-30,2025-01-03,,open,DAP,30D,EUR,80.24,16.85,97.09
